URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CONTENT_LENGTH,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,Result
B0_752,83,13,162,28,20,0
B0_806,83,17,46886,0,0,0
M0_63,84,15,11323,29,27,1
B0_1071,84,17,12773,0,0,0
B0_1385,84,12,23412,0,0,0
B0_1394,84,15,8326,0,0,0
B0_219,84,14,NA,73,70,0
B0_2225,84,14,11243,11,13,0
M0_61,85,13,8364,43,40,1
B0_1048,85,18,NA,0,0,0
B0_2083,85,12,NA,7,9,0
B0_2256,85,15,27976,7,9,0
B0_1261,86,15,NA,0,0,0
B0_1352,86,17,58,0,0,0
B0_2075,86,16,3500,30,11,0
B0_2196,86,17,959,10,13,0
B0_340,86,13,13747,26,18,0
B0_430,86,16,14291,71,53,0
B0_595,86,15,NA,14,15,0
B0_958,86,16,15108,0,0,0
B0_1069,87,17,NA,0,0,0
B0_122,87,13,15187,32,34,0
B0_2181,87,18,NA,8,10,0
B0_407,87,15,9083,20,18,0
B0_508,87,14,324,21,20,0
B0_589,87,16,30824,23,21,0
B0_892,87,16,48831,0,0,0
B0_1006,88,14,257,0,0,0
B0_2022,88,15,411,12,14,0
B0_2306,88,17,9084,8,8,0
B0_2318,88,17,NA,4,6,0
B0_378,88,16,NA,34,50,0
B0_42,88,15,13776,24,26,0
B0_494,88,15,NA,15,16,0
B0_591,88,13,33799,90,110,0
B0_785,88,16,9083,0,0,0
M4_27,89,18,NA,0,2,1
B0_2017,89,12,30193,25,7,0
B0_2039,89,20,NA,4,4,0
B0_2117,89,16,NA,9,5,0
B0_2159,89,13,324,6,4,0
B0_2175,89,14,246324,7,7,0
B0_2178,89,16,0,6,4,0
B0_336,89,17,37836,59,53,0
B0_672,89,15,19856,79,89,0
B0_768,89,20,NA,29,30,0
B0_1004,90,15,NA,0,0,0
B0_2255,90,16,40605,7,9,0
B0_2273,90,17,392,7,4,0
B0_57,90,17,NA,23,24,0
B0_621,90,16,19793,42,48,0
B0_767,90,17,NA,8,2,0
B0_960,90,16,NA,0,0,0
B0_533,91,17,38155,43,41,0
B0_645,91,14,9406,17,15,0
B0_821,91,19,20,0,0,0
B0_1093,92,19,5610,0,0,0
B0_1324,92,18,30285,0,0,0
B0_475,92,17,9084,22,18,0
B0_566,92,18,11363,55,52,0
B0_629,92,15,37687,17,16,0
B0_826,92,16,38483,0,0,0
B0_901,92,18,NA,0,0,0
M4_63,93,19,NA,1,4,1
B0_139,93,19,16479,49,45,0
M0_168,94,20,58,19,17,1
M4_65,94,19,NA,1,4,1
M4_68,94,19,NA,0,3,1
B0_668,94,19,8404,26,23,0
M4_66,95,19,NA,1,4,1
M4_67,95,19,NA,1,5,1
B0_1183,95,14,6783,0,0,0
B0_1253,95,19,NA,0,0,0
B0_185,95,19,162,14,22,0
B0_2094,95,15,324,8,9,0
B0_2209,95,19,9,5,5,0
B0_1263,96,18,55367,0,0,0
B0_805,96,15,9,0,0,0
B0_819,96,19,NA,0,0,0
M0_172,97,15,8755,3,6,1
M0_174,97,15,8762,3,6,1
B0_255,97,17,NA,47,47,0
B0_300,97,19,7778,23,26,0
B0_673,97,15,324,46,37,0
B0_1208,98,19,324,0,0,0
B0_2063,98,16,NA,16,16,0
B0_2216,98,18,NA,6,5,0
B0_243,98,18,NA,52,46,0
B0_355,98,16,6730,28,30,0
B0_693,98,18,NA,25,14,0
M4_17,99,20,NA,0,2,1
M4_7,99,20,NA,0,3,1
B0_1134,99,14,2743,0,0,0
B0_2234,99,16,12588,4,5,0
B0_334,99,22,2346,23,29,0
B0_374,99,15,NA,24,24,0
M4_1,100,20,NA,2,4,1
M4_10,100,20,NA,0,3,1
M4_11,100,20,NA,0,3,1
M4_12,100,20,NA,0,3,1
M4_13,100,20,NA,0,3,1
M4_14,100,20,NA,0,3,1
M4_15,100,20,NA,0,2,1
M4_16,100,20,NA,0,2,1
M4_18,100,20,NA,0,2,1
M4_19,100,20,NA,0,2,1
M4_2,100,20,NA,1,3,1
M4_20,100,20,NA,0,2,1
M4_21,100,20,NA,0,2,1
M4_22,100,20,NA,0,3,1
M4_23,100,20,NA,0,3,1
M4_24,100,20,NA,0,3,1
M4_25,100,20,NA,0,2,1
M4_26,100,20,NA,0,2,1
M4_3,100,20,NA,1,3,1
M4_4,100,20,NA,1,3,1
M4_5,100,20,NA,1,3,1
M4_6,100,20,NA,1,3,1
M4_8,100,20,NA,0,3,1
M4_9,100,20,NA,0,3,1
B0_187,100,17,14060,43,28,0
B0_2042,100,15,NA,8,13,0
B0_490,100,19,5272,29,27,0
B0_1058,101,21,NA,0,0,0
B0_193,101,20,NA,49,74,0
B0_214,101,20,4678,38,32,0
B0_2170,101,16,NA,5,3,0
B0_540,101,20,11833,68,72,0
B0_574,101,18,27131,69,76,0
B0_763,101,19,54473,51,84,0
B0_772,101,15,7503,4,5,0
B0_1156,102,16,NA,0,0,0
B0_1280,102,12,NA,0,0,0
B0_1377,102,20,9,0,0,0
B0_653,102,17,NA,54,53,0
B0_922,102,18,24702,0,0,0
B0_1064,103,21,15591,0,0,0
B0_1199,103,17,15666,0,0,0
B0_1292,103,17,NA,0,0,0
B0_1328,103,16,NA,0,0,0
B0_1426,103,20,10843,0,0,0
B0_1251,104,17,9,0,0,0
B0_2058,104,16,257,4,5,0
B0_2165,104,18,NA,3,4,0
B0_613,104,20,NA,18,17,0
B0_906,104,17,NA,0,0,0
M0_113,105,20,11230,26,26,1
B0_114,105,21,26857,43,44,0
B0_2102,105,17,14060,18,11,0
B0_935,105,22,NA,0,0,0
B0_1043,106,21,NA,0,0,0
B0_1281,106,18,65670,0,0,0
B0_2249,106,18,75176,7,8,0
B0_313,106,19,324,24,22,0
B0_526,106,19,15058,60,61,0
B0_925,106,22,6298,0,0,0
B0_2236,107,23,25886,6,4,0
B0_1302,108,21,162,0,0,0
B0_301,108,23,NA,13,12,0
B0_512,108,18,NA,36,34,0
B0_851,109,20,9,0,0,0
B0_872,109,18,33481,0,0,0
B0_1034,110,21,42290,0,0,0
B0_46,110,15,22264,12,13,0
B0_188,111,22,12027,17,12,0
B0_466,112,19,NA,8,17,0
B0_877,112,19,162,0,0,0
B0_1120,113,18,39517,0,0,0
B0_2018,113,21,16230,7,9,0
B0_1135,114,17,162,0,0,0
B0_2092,114,23,NA,4,4,0
B0_2252,114,19,NA,15,11,0
B0_690,114,18,36816,71,71,0
B0_1322,115,18,NA,0,0,0
B0_135,115,20,10315,19,18,0
B0_411,115,19,NA,53,41,0
B0_1014,116,19,NA,0,0,0
B0_257,116,18,324,28,38,0
B0_605,116,18,NA,27,26,0
B0_166,117,22,NA,27,25,0
B0_452,117,19,6804,24,22,0
B0_35,118,28,NA,14,11,0
B0_561,118,23,NA,34,33,0
B0_398,120,20,324,77,78,0
B0_529,120,20,100163,19,18,0
M4_29,122,22,NA,0,2,1
M4_38,122,23,NA,0,2,1
B0_2149,122,23,6121,23,20,0
B0_425,122,21,892,23,16,0
M4_31,123,24,NA,0,3,1
M4_42,123,25,NA,0,2,1
B0_1015,123,18,73927,0,0,0
B0_143,123,24,NA,99,157,0
B0_422,123,21,20,15,13,0
B0_54,123,21,5268,22,6,0
M4_53,124,23,NA,0,3,1
M4_59,124,24,NA,0,2,1
B0_103,125,20,NA,50,56,0
M4_33,126,25,NA,0,2,1
M4_36,126,24,NA,0,2,1
M4_51,126,23,NA,0,2,1
M4_58,126,25,NA,0,3,1
B0_145,126,22,NA,13,12,0
B0_2080,126,22,9032,2,4,0
B0_719,126,19,6244,16,15,0
B0_2226,128,25,29840,4,7,0
M4_37,129,25,NA,0,2,1
B0_2072,129,18,52552,9,4,0
M0_118,131,36,NA,16,8,1
M4_52,132,26,NA,0,3,1
M4_60,132,27,NA,1,4,1
M4_55,134,24,NA,0,2,1
M4_30,135,26,NA,0,3,1
M4_44,135,27,NA,0,2,1
M4_46,135,26,NA,0,3,1
B0_834,136,43,649263,0,0,0
B0_1215,137,25,345,0,0,0
B0_84,139,21,35170,51,47,0
M4_50,140,26,NA,0,3,1
M4_34,141,27,NA,0,3,1
B0_583,141,24,NA,39,35,0
B0_744,141,30,NA,16,19,0
B0_531,142,22,3929,74,68,0
M4_32,143,26,NA,0,2,1
M4_47,143,27,NA,0,2,1
B0_2233,143,22,374,6,7,0
B0_412,144,21,14060,25,17,0
M4_28,145,26,NA,0,2,1
M4_40,145,27,NA,0,3,1
M4_56,145,29,NA,0,2,1
B0_216,145,31,38361,18,19,0
M4_49,146,27,NA,0,3,1
M4_57,146,28,NA,0,2,1
B0_221,146,24,11833,33,33,0
B0_1361,149,23,6748,0,0,0
M4_35,150,26,NA,0,3,1
M4_54,151,29,NA,0,3,1
B0_755,154,21,11104,41,23,0
M4_62,156,31,NA,1,5,1
B0_62,160,29,36829,25,22,0
B0_2237,161,23,417,7,11,0
B0_2099,169,25,NA,6,9,0
M4_43,170,17,NA,0,2,1
M4_61,173,34,NA,1,5,1
M4_39,178,16,NA,0,3,1
B0_156,183,29,4890,30,26,0
M4_45,194,17,NA,0,3,1
M4_48,194,16,NA,0,3,1
M4_41,198,17,NA,0,2,1
B0_162,201,34,8904,87,89,0
B0_1152,234,34,NA,0,0,0
B0_676,249,40,24435,25,28,0
